"Blooket
Import Template",,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)",,
1,"What is the Greatest Common Factor of 12 and 54?",6,,,,30,,,typing
2,"What is the Greatest Common Factor of 32 and 8?",8,,,,30,,,typing
3,"What is the Greatest Common Factor of 45 and 50?",5,,,,30,,,typing
4,"What is the Greatest Common Factor of 10 and 100?",10,,,,30,,,typing
5,"What is the Greatest Common Factor of 50 and 60?",10,,,,30,,,typing
6,"What is the Greatest Common Factor of 30 and 24?",6,,,,30,,,typing
7,"What is the Greatest Common Factor of 45 and 25?",5,,,,30,,,typing
8,"What is the Greatest Common Factor of 27 and 72?",9,,,,30,,,typing
9,"What is the Greatest Common Factor of 4 and 2?",2,,,,30,,,typing
10,"What is the Greatest Common Factor of 10 and 3?",1,,,,30,,,typing
11,"What is the Greatest Common Factor of 6 and 15?",3,,,,30,,,typing
12,"What is the Greatest Common Factor of 56 and 63?",7,,,,30,,,typing
13,"What is the Greatest Common Factor of 15 and 40?",5,,,,30,,,typing
14,"What is the Greatest Common Factor of 56 and 8?",8,,,,30,,,typing
15,"What is the Greatest Common Factor of 5 and 2?",1,,,,30,,,typing
16,"What is the Greatest Common Factor of 14 and 4?",2,,,,30,,,typing
17,"What is the Greatest Common Factor of 40 and 36?",4,,,,30,,,typing
18,"What is the Greatest Common Factor of 7 and 49?",7,,,,30,,,typing
19,"What is the Greatest Common Factor of 32 and 28?",4,,,,30,,,typing
20,"What is the Greatest Common Factor of 21 and 6?",3,,,,30,,,typing
21,"What is the Greatest Common Factor of 28 and 32?",4,,,,30,,,typing
22,"What is the Greatest Common Factor of 20 and 28?",4,,,,30,,,typing
23,"What is the Greatest Common Factor of 56 and 80?",8,,,,30,,,typing
24,"What is the Greatest Common Factor of 6 and 24?",6,,,,30,,,typing
25,"What is the Greatest Common Factor of 14 and 12?",2,,,,30,,,typing
26,"What is the Greatest Common Factor of 21 and 7?",7,,,,30,,,typing
27,"What is the Greatest Common Factor of 42 and 60?",6,,,,30,,,typing
28,"What is the Greatest Common Factor of 70 and 10?",10,,,,30,,,typing
29,"What is the Greatest Common Factor of 50 and 80?",10,,,,30,,,typing
30,"What is the Greatest Common Factor of 5 and 25?",5,,,,30,,,typing
31,"What is the Greatest Common Factor of 20 and 6?",2,,,,30,,,typing
32,"What is the Greatest Common Factor of 14 and 21?",7,,,,30,,,typing
33,"What is the Greatest Common Factor of 3 and 10?",1,,,,30,,,typing
34,"What is the Greatest Common Factor of 20 and 32?",4,,,,30,,,typing
35,"What is the Greatest Common Factor of 72 and 80?",8,,,,30,,,typing
36,"What is the Greatest Common Factor of 42 and 30?",6,,,,30,,,typing
37,"What is the Greatest Common Factor of 30 and 12?",6,,,,30,,,typing
38,"What is the Greatest Common Factor of 42 and 18?",6,,,,30,,,typing
39,"What is the Greatest Common Factor of 50 and 30?",10,,,,30,,,typing
40,"What is the Greatest Common Factor of 35 and 45?",5,,,,30,,,typing
41,"What is the Greatest Common Factor of 6 and 48?",6,,,,30,,,typing
42,"What is the Greatest Common Factor of 10 and 20?",10,,,,30,,,typing
43,"What is the Greatest Common Factor of 50 and 15?",5,,,,30,,,typing
44,"What is the Greatest Common Factor of 15 and 18?",3,,,,30,,,typing
45,"What is the Greatest Common Factor of 3 and 27?",3,,,,30,,,typing
46,"What is the Greatest Common Factor of 32 and 12?",4,,,,30,,,typing
47,"What is the Greatest Common Factor of 21 and 15?",3,,,,30,,,typing
48,"What is the Greatest Common Factor of 6 and 1?",1,,,,30,,,typing
49,"What is the Greatest Common Factor of 42 and 48?",6,,,,30,,,typing
50,"What is the Greatest Common Factor of 63 and 45?",9,,,,30,,,typing
51,"What is the Greatest Common Factor of 6 and 16?",2,,,,30,,,typing
52,"What is the Greatest Common Factor of 45 and 54?",9,,,,30,,,typing
53,"What is the Greatest Common Factor of 80 and 72?",8,,,,30,,,typing
54,"What is the Greatest Common Factor of 72 and 16?",8,,,,30,,,typing
55,"What is the Greatest Common Factor of 12 and 32?",4,,,,30,,,typing
56,"What is the Greatest Common Factor of 8 and 2?",2,,,,30,,,typing
57,"What is the Greatest Common Factor of 90 and 20?",10,,,,30,,,typing
58,"What is the Greatest Common Factor of 27 and 36?",9,,,,30,,,typing
59,"What is the Greatest Common Factor of 50 and 40?",10,,,,30,,,typing
60,"What is the Greatest Common Factor of 3 and 18?",3,,,,30,,,typing
61,"What is the Greatest Common Factor of 6 and 60?",6,,,,30,,,typing
62,"What is the Greatest Common Factor of 5 and 15?",5,,,,30,,,typing
63,"What is the Greatest Common Factor of 8 and 5?",1,,,,30,,,typing
64,"What is the Greatest Common Factor of 36 and 6?",6,,,,30,,,typing
65,"What is the Greatest Common Factor of 42 and 6?",6,,,,30,,,typing
66,"What is the Greatest Common Factor of 9 and 72?",9,,,,30,,,typing
67,"What is the Greatest Common Factor of 30 and 21?",3,,,,30,,,typing
68,"What is the Greatest Common Factor of 7 and 70?",7,,,,30,,,typing
